PLAIN-3	breast cancer cells feed on cholesterol
PLAIN-405	is raw milk healthy
PLAIN-408	what about the interheart study on heart attack risk factors
PLAIN-409	is the new vitamin d3 spray a waste of money
PLAIN-410	can indian gooseberries  amla  be cooked without losing the health benefits
PLAIN-411	how can i preserve the anticancer effects of cooked garlic
PLAIN-412	given the  braineating amoeba   naegleria fowleri  in tap water should i sterilize my neti pot water
PLAIN-413	does adding baking soda to soaking beans reduce gas
PLAIN-414	how much fruit is safe to consume
PLAIN-416	are gmos safe and are the nutrients in our crops declining
PLAIN-419	what s the best low calorie sweetener
PLAIN-420	can vitamin d supplements help prevent respiratory infections
PLAIN-421	second opinion for 8yearold with anemia
PLAIN-422	what about getting gas from beans
PLAIN-423	what is a good source of probiotics
PLAIN-425	soybased  gardein  vs mycoproteinbased  quorn  veggie chicken  which is better
PLAIN-426	how can i avoid the top 10 leading causes of death
PLAIN-427	where does the fat come from in a skinless chicken breast
PLAIN-431	what is the recommended child requirement for vitamin d
PLAIN-432	what is the definition of a  handful  serving of nuts
PLAIN-433	could a lowsalt diet be bad for your heart
PLAIN-434	how do you explain never getting salmonella from eating raw cake batter
PLAIN-435	what about semmelweis and medicine s shameful handwashing history
PLAIN-436	how can we reach out to doctors with this lifesaving information
PLAIN-437	what are the benefits of diet in juvenile rheumatoid arthritis
PLAIN-438	what is the best diet for kidney stone prevention
PLAIN-443	is the plastic chemical bpa really harmful to your health
PLAIN-444	do pine needles from a douglas fir or redwood provide a good source of antioxidants
PLAIN-446	is titanium dioxide in daiya cheese harmful as a food additive
PLAIN-448	what s the best source of those dates you like   halawi  bahri  khadrawi
PLAIN-450	are there benefits to drinking aloe vera juice
PLAIN-453	are homegrown alfalfa sprouts safe
PLAIN-454	is licorice tea also harmful
PLAIN-455	can soy suppress thyroid function
PLAIN-459	are the nutrients from blended vegetables absorbed better than raw vegetables
PLAIN-460	what about the pollutants like phthalates in plant foods
PLAIN-461	can hot peppers  capsaicin  cause cancer
PLAIN-462	is cabbage effective against breast cancer
PLAIN-463	is thermography better than mammograms for early breast cancer detection
PLAIN-464	does  organic  chicken contain less arsenic
PLAIN-465	are there any risks of excess vitamin b12 consumption
PLAIN-466	how do you achieve a good omega 3 to omega 6 fatty acid ratio
PLAIN-469	are freerange eggs healthier than conventional eggs
PLAIN-470	5alpha pregnanedione
PLAIN-471	a  v ratio
PLAIN-472	abdominal aortic aneurysm
PLAIN-473	abdominal fat
PLAIN-474	abdominal pain
PLAIN-475	academy of nutrition and dietetics
PLAIN-476	acaí berries
PLAIN-479	acesulfame k
PLAIN-480	acetaldehyde
PLAIN-481	acetaminophen
PLAIN-482	acid  base balance
PLAIN-483	acne
PLAIN-484	acromegaly
PLAIN-485	acrylamide
PLAIN-486	acute myeloid leukemia
PLAIN-489	adhd
PLAIN-490	adipocytes
PLAIN-491	adiponectin
PLAIN-492	adolescence
PLAIN-493	advanced glycation endproducts
PLAIN-495	adventist health studies
PLAIN-496	affordability
PLAIN-497	africa
PLAIN-500	agaritine
PLAIN-501	agave nectar
PLAIN-502	agent orange
PLAIN-503	aggression
PLAIN-504	aging
PLAIN-505	ah receptor
PLAIN-506	aids
PLAIN-507	air pollution
PLAIN-511	albert einstein
PLAIN-512	albumin
PLAIN-513	alcohol
PLAIN-514	alfalfa sprouts
PLAIN-515	algae
PLAIN-516	alkaline diet
PLAIN-517	alkaline water
PLAIN-518	alkylphenols
PLAIN-521	allopurinol
PLAIN-523	almond milk
PLAIN-524	almond oil
PLAIN-525	almonds
PLAIN-526	aloe vera
PLAIN-527	alpha waves
PLAIN-528	alphacarotene
PLAIN-529	alphagal
PLAIN-532	aluminum
PLAIN-533	alzheimer  s disease
PLAIN-534	ama
PLAIN-535	amalgam fillings
PLAIN-536	amaranth
PLAIN-537	american academy of pediatrics
PLAIN-538	american cancer society
PLAIN-539	american college of cardiology
PLAIN-542	american diabetes association
PLAIN-543	american dietetic association
PLAIN-544	american egg board
PLAIN-545	american heart association
PLAIN-546	american institute for cancer research
PLAIN-547	american meat institute
PLAIN-548	american public health association
PLAIN-549	amla
PLAIN-552	amphetamines
PLAIN-553	amputations
PLAIN-554	amylase
PLAIN-555	anal fissure
PLAIN-556	anal health
PLAIN-557	ancel keys
PLAIN-558	anchovies
PLAIN-559	anemia
PLAIN-562	angelina jolie
PLAIN-563	angina
PLAIN-564	angiogenesis
PLAIN-565	angiogram
PLAIN-566	angiography
PLAIN-567	animal fat
PLAIN-568	animal products
PLAIN-569	animal protein
PLAIN-572	anise
PLAIN-573	ankylosing spondylitis
PLAIN-576	antacids
PLAIN-577	antarctica
PLAIN-578	anthocyanins
PLAIN-579	antiangiogenesis
PLAIN-580	antibiotics
PLAIN-581	antidepressants
PLAIN-584	antioxidants
PLAIN-585	antiperspirant
PLAIN-586	antiseptic
PLAIN-587	anxiety
PLAIN-588	aorta
PLAIN-589	aortic aneurysm
PLAIN-590	apes
PLAIN-591	aphthous ulcers
PLAIN-594	appendicitis
PLAIN-595	apple juice
PLAIN-596	applebee s
PLAIN-597	apples
PLAIN-598	apricots
PLAIN-599	arachidonic acid
PLAIN-600	areca nuts
PLAIN-601	arginine
PLAIN-604	aromatase
PLAIN-605	aromatherapy
PLAIN-606	arsenic
PLAIN-607	arthritis
PLAIN-608	artichokes
PLAIN-609	artificial colors
PLAIN-610	artificial flavors
PLAIN-611	artificial sweeteners
PLAIN-614	asia
PLAIN-615	asian markets
PLAIN-616	asparagus
PLAIN-617	aspartame
PLAIN-618	aspirin
PLAIN-619	asthma
PLAIN-620	astrocytes
PLAIN-621	athletes
PLAIN-624	atp
PLAIN-625	atrial fibrillation
PLAIN-626	attention deficit
PLAIN-628	australia
PLAIN-629	autism
PLAIN-630	autoimmune diseases
PLAIN-631	autophagy
PLAIN-632	avian leukosis  sarcoma virus
PLAIN-635	ayurvedic medicine
PLAIN-636	azarcon
PLAIN-637	b12
PLAIN-639	back pain
PLAIN-640	bacon
PLAIN-641	bacterial vaginosis
PLAIN-642	bacteriophages
PLAIN-643	bacteroidetes
PLAIN-646	baked beans
PLAIN-647	baking
PLAIN-648	baking soda
PLAIN-649	bamboo shoots
PLAIN-650	bananas
PLAIN-651	barbecuing
PLAIN-653	bargains
PLAIN-655	barley
PLAIN-661	beef
PLAIN-662	beef brains
PLAIN-663	beer
PLAIN-664	beet greens
PLAIN-665	beet juice
PLAIN-667	beets
PLAIN-668	beeturia
PLAIN-669	belgium
PLAIN-672	benzodiazepines
PLAIN-673	bergamots
PLAIN-674	bergamottin
PLAIN-675	beriberi
PLAIN-676	berries
PLAIN-677	beta carotene
PLAIN-678	beta glucan
PLAIN-679	beta waves
PLAIN-682	beverages
PLAIN-683	bha
PLAIN-684	bibhitaki fruit
PLAIN-685	biblical teachings
PLAIN-686	big mac
PLAIN-687	bile acids
PLAIN-688	bill gates
PLAIN-689	billberries
PLAIN-692	biogenic amines
PLAIN-693	biomagnification
PLAIN-694	biomarkers
PLAIN-695	bipolar disorder
PLAIN-696	birth control pills
PLAIN-697	birth defects
PLAIN-698	biscuit cake chocolate and confectionery association
PLAIN-699	bison
PLAIN-702	black tea
PLAIN-703	blackberries
PLAIN-704	bladder cancer
PLAIN-705	bladder disease
PLAIN-706	bladder health
PLAIN-707	bladder infections
PLAIN-708	blindness
PLAIN-709	bloating
PLAIN-712	blood donation
PLAIN-713	blood pressure
PLAIN-714	blood sugar
PLAIN-715	blood thinning
PLAIN-716	blood type diet
PLAIN-717	bloodletting
PLAIN-718	bluegreen algae
PLAIN-719	blueberries
PLAIN-722	body building
PLAIN-723	body fat
PLAIN-724	body odor
PLAIN-725	boiling
PLAIN-726	bok choy
PLAIN-727	bokhoor
PLAIN-728	bolete mushroom
PLAIN-729	bologna
PLAIN-732	bone health
PLAIN-733	bone marrow health
PLAIN-734	bone mineral density
PLAIN-735	boron
PLAIN-736	boston
PLAIN-737	botulism
PLAIN-738	bovine leukemia virus
PLAIN-739	bowel movements
PLAIN-742	bragg liquid aminos
PLAIN-743	brain disease
PLAIN-744	brain health
PLAIN-745	brain parasites
PLAIN-746	brain surgery
PLAIN-747	brain tumors
PLAIN-748	brain waves
PLAIN-749	brains
PLAIN-752	bread
PLAIN-753	breakfast
PLAIN-754	breakfast cereal
PLAIN-755	breast cancer
PLAIN-756	breast cancer survival
PLAIN-757	breast development
PLAIN-758	breast disease
PLAIN-759	breast health
PLAIN-762	breastfeeding
PLAIN-763	brenda davis
PLAIN-764	brewer s yeast
PLAIN-765	bristle cone pine
PLAIN-766	broad beans
PLAIN-767	broccoli
PLAIN-768	broccoli raab
PLAIN-769	broccoli sprouts
PLAIN-773	brown rice syrup
PLAIN-774	brown sugar
PLAIN-775	brussels sprouts
PLAIN-776	bt corn
PLAIN-777	buckwheat
PLAIN-778	buddhists
PLAIN-779	burger king
PLAIN-780	burgers
PLAIN-783	butcher s warts
PLAIN-784	butter
PLAIN-785	butter flavor
PLAIN-786	buttermilk
PLAIN-787	butternut squash
PLAIN-788	butyrate
PLAIN-789	creactive protein
PLAIN-790	c diff
PLAIN-793	cadavers
PLAIN-795	cadmium
PLAIN-796	caesarean section
PLAIN-797	caffeine
PLAIN-798	cake
PLAIN-799	calcium
PLAIN-801	california
PLAIN-802	california dried plum board
PLAIN-807	calories
PLAIN-809	camplyobacter
PLAIN-810	campylobacter
PLAIN-811	canada
PLAIN-812	cancer
PLAIN-813	cancer stem cells
PLAIN-814	cancer survival
PLAIN-815	cancer viruses
PLAIN-818	cannabis
PLAIN-819	cannibalism
PLAIN-820	canola
PLAIN-821	cans
PLAIN-822	cantaloupe
PLAIN-823	canthaxanthines
PLAIN-824	capsaicin
PLAIN-825	caramel color
PLAIN-828	cardamom
PLAIN-829	cardiac disease
PLAIN-830	cardiac health
PLAIN-831	cardiovascular disease
PLAIN-832	cardiovascular health
PLAIN-833	carnitine
PLAIN-834	carnitine palmitoyl transferase
PLAIN-836	carob
PLAIN-839	carrots
PLAIN-840	cartilage health
PLAIN-841	casein
PLAIN-842	cashews
PLAIN-843	casomorphin
PLAIN-844	cat scan
PLAIN-845	cataracts
PLAIN-847	catfish
PLAIN-851	cavities
PLAIN-852	cayenne pepper
PLAIN-853	cdc
PLAIN-854	celery
PLAIN-855	celery root
PLAIN-856	celiac disease
PLAIN-857	cell death
PLAIN-858	cell phones
PLAIN-861	center for science in the public interest
PLAIN-863	ceramide
PLAIN-864	cervical cancer
PLAIN-865	cervix health
PLAIN-866	cesium
PLAIN-867	cetuximab
PLAIN-868	chai tea
PLAIN-870	chamomile tea
PLAIN-873	cheerios
PLAIN-874	cheese
PLAIN-875	cheese effect
PLAIN-876	cheese fly
PLAIN-877	cheese itch
PLAIN-878	cheese mites
PLAIN-879	cheese puffs
PLAIN-880	chemical sensitivities
PLAIN-883	cherries
PLAIN-884	chervil
PLAIN-885	chestnuts
PLAIN-886	chewing
PLAIN-887	chewing gum
PLAIN-888	chia seeds
PLAIN-889	chickfila
PLAIN-890	chicken
PLAIN-893	children
PLAIN-894	chili peppers
PLAIN-895	chili s
PLAIN-896	china
PLAIN-897	china study
PLAIN-898	chinese food
PLAIN-899	chlorella
PLAIN-900	chlorhexidine
PLAIN-903	chocolate
PLAIN-905	cholera
PLAIN-906	cholesterol
PLAIN-907	choline
PLAIN-908	chomorro
PLAIN-909	chronic diseases
PLAIN-910	chronic fatigue syndrome
PLAIN-911	ciguatera
PLAIN-914	cirrhosis
PLAIN-915	citric acid
PLAIN-916	citrulline
PLAIN-917	citrus
PLAIN-918	clams
PLAIN-920	cleveland clinic
PLAIN-921	cloves
PLAIN-922	cluster headaches
PLAIN-925	cochrane collaboration
PLAIN-926	cocoa
PLAIN-927	cocoa butter
PLAIN-928	coconut milk
PLAIN-929	coconut oil
PLAIN-930	coconut water
PLAIN-931	coconuts
PLAIN-932	cod
PLAIN-935	cognition
PLAIN-936	cola
PLAIN-937	colchicine
PLAIN-938	cold hands
PLAIN-940	colibacillosis
PLAIN-941	collard greens
PLAIN-942	colon cancer
PLAIN-943	colon disease
PLAIN-947	common cold
PLAIN-948	complementary medicine
PLAIN-949	computer eye strain
PLAIN-950	concord grapes
PLAIN-951	constipation
PLAIN-952	consumers union
PLAIN-953	contagious pustular dermatitis
PLAIN-954	convenience
PLAIN-957	cooking temperature
PLAIN-958	copd
PLAIN-959	copper
PLAIN-960	coriander
PLAIN-961	corn
PLAIN-962	corn oil
PLAIN-963	corn refiners association
PLAIN-964	corn syrup
PLAIN-967	cosmic rays
PLAIN-968	cost savings
PLAIN-969	cough
PLAIN-970	coumarin
PLAIN-971	cranberries
PLAIN-972	cranberry juice
PLAIN-973	cream
PLAIN-975	creatine
PLAIN-978	crimini mushrooms
PLAIN-979	crisco
PLAIN-980	crohn s disease
PLAIN-981	crowberries
PLAIN-982	cruciferous vegetables
PLAIN-983	cryptoxanthin
PLAIN-984	cspi
PLAIN-985	ct scan
PLAIN-988	cupcakes
PLAIN-989	curcumin
PLAIN-990	currants
PLAIN-991	curry powder
PLAIN-992	cyanopsia
PLAIN-993	cyclamate
PLAIN-994	cycling
PLAIN-995	cysticercosis
PLAIN-998	dairy
PLAIN-999	dandelion
PLAIN-1000	daniel fast
PLAIN-1002	dark chocolate
PLAIN-1003	dark meat
PLAIN-1004	dash diet
PLAIN-1005	date sugar
PLAIN-1006	dates
PLAIN-1009	dehydration
PLAIN-1010	deli meat
PLAIN-1011	deli meats
PLAIN-1012	delta waves
PLAIN-1013	dementia
PLAIN-1014	denmark
PLAIN-1015	dental health
PLAIN-1016	depression
PLAIN-1019	dhea
PLAIN-1020	diabeta
PLAIN-1021	diabetes
PLAIN-1022	diacetyl
PLAIN-1023	diacylglycerol
PLAIN-1024	dialysis
PLAIN-1025	diarrhea
PLAIN-1026	dieldrin
PLAIN-1029	digoxin
PLAIN-1030	dioxin
PLAIN-1031	dioxins
PLAIN-1032	dishwashing detergent
PLAIN-1033	diverticulitis
PLAIN-1034	diverticulosis
PLAIN-1035	dizziness
PLAIN-1036	dna damage
PLAIN-1040	dopamine
PLAIN-1041	douching
PLAIN-1042	doughnuts
PLAIN-1043	dow chemical
PLAIN-1045	dr benjamin feingold
PLAIN-1046	dr benjamin spock
PLAIN-1047	dr caldwell esselstyn
PLAIN-1048	dr david jenkins
PLAIN-1051	dr denis burkitt
PLAIN-1055	dr joel fuhrman
PLAIN-1057	dr john harvey kellogg
PLAIN-1058	dr john mcdougall
PLAIN-1059	dr neal barnard
PLAIN-1061	dr richard fleming
PLAIN-1062	dr roy swank
PLAIN-1064	dr t colin campbell
PLAIN-1067	dr william clifford roberts
PLAIN-1068	dr william roberts
PLAIN-1070	dragon s blood
PLAIN-1071	dressings
PLAIN-1072	dried fruit
PLAIN-1073	drug residues
PLAIN-1074	drug stores
PLAIN-1075	drug testing
PLAIN-1079	dutched cocoa
PLAIN-1080	dwarfism
PLAIN-1081	dyspepsia
PLAIN-1082	e coli
PLAIN-1083	e coli o157  h7
PLAIN-1084	ear health
PLAIN-1085	ear infections
PLAIN-1086	earl grey tea
